tm,stn,WS,WSMAX,TA,TMAX,TMIN,TS,TG,HM,HMMIN,CA,SS,SI,RN,RNDUR,EV
20111115,100,2.8,6.4,2.3,8.5,-2.0,0.9,-5.8,43.0,22.0,1.4,9.5,12.24,,,
20111116,100,3.0,7.8,3.8,11.3,-4.1,2.0,-6.5,66.1,38.0,3.9,7.4,10.29,,,
20111117,100,0.9,4.0,5.3,12.5,-0.8,3.8,-3.1,82.3,51.0,8.3,0.6,5.5,,,
20111118,100,3.1,6.5,10.4,13.9,5.1,8.3,2.3,90.9,79.0,9.3,0.4,3.36,0.5,2.58,
20111119,100,6.2,11.5,10.1,14.5,1.4,9.9,0.4,76.8,46.0,6.4,4.6,5.99,0.5,6.5,
20111120,100,7.2,11.6,-3.2,1.4,-6.2,-1.7,-9.3,40.3,18.0,0.3,9.5,12.42,,,
20111121,100,5.0,9.2,-3.9,1.1,-7.1,-3.2,-11.2,36.9,20.0,0.0,9.5,12.26,,,
20111122,100,3.3,7.3,-0.3,2.6,-7.9,-0.9,-10.8,76.1,43.0,8.0,1.4,5.46,0.0,0.67,
20111123,100,8.5,13.9,-1.0,3.2,-6.2,-0.2,-6.7,79.9,69.0,7.3,1.6,3.94,1.7,10.17,
20111124,100,6.4,10.0,-5.5,-1.9,,-1.6,-9.3,51.1,31.0,1.1,9.4,12.0,,,
20111125,100,4.3,8.0,-2.2,2.9,-6.4,-2.7,,55.4,36.0,0.0,9.4,11.36,,,
20111126,100,3.9,6.8,2.5,6.8,-5.1,-0.8,-7.5,74.0,67.0,5.9,4.6,6.71,,,
20111127,100,6.5,9.1,9.6,11.0,6.6,5.8,5.0,79.3,68.0,9.5,0.0,1.28,0.1,4.75,
20111128,100,3.0,6.1,10.2,14.6,4.4,8.2,0.8,79.6,62.0,7.4,5.3,6.2,,,
20111129,100,2.1,4.6,4.7,8.2,3.1,5.0,0.3,94.8,92.0,9.9,0.0,0.81,7.5,13.83,
20111130,100,3.8,6.1,-0.7,3.1,-1.7,0.7,-2.1,93.6,91.0,10.0,0.0,1.67,41.0,24.0,
20111201,100,2.9,4.9,-1.9,-1.4,-2.5,0.4,-2.7,92.5,88.0,10.0,0.0,3.12,4.4,15.92,
20111202,100,1.9,3.6,-0.3,0.9,-1.9,0.6,-0.5,91.5,86.0,10.0,0.0,3.74,3.0,17.25,
20111203,100,1.5,5.8,0.4,3.2,-1.2,0.3,-1.5,90.9,81.0,8.1,0.3,0.7,13.9,16.5,
20111204,100,5.5,8.7,-2.0,0.2,-5.3,0.4,-5.6,71.8,57.0,3.6,6.1,3.81,,,
20111205,100,0.9,3.9,-6.4,6.8,-14.6,0.1,-15.1,73.5,25.0,3.6,8.0,11.68,,,
20111206,100,1.3,5.2,-3.4,2.4,-8.5,0.0,-5.8,77.5,53.0,7.4,2.9,5.83,0.0,3.17,
20111207,100,2.6,7.2,-1.5,1.9,-6.3,0.0,-6.4,70.9,58.0,9.3,0.7,5.78,,,
20111208,100,1.7,4.7,-3.8,1.7,-7.8,-0.1,-4.6,81.8,48.0,8.9,4.6,8.66,20.6,9.17,
20111209,100,1.7,4.7,-6.3,-2.7,-11.0,0.1,-1.1,85.9,75.0,8.5,0.0,1.27,3.8,17.33,
20111210,100,6.0,11.1,-7.6,-5.4,-13.4,-0.2,-7.1,68.5,56.0,1.4,8.7,5.41,,,
20111211,100,6.6,10.6,-3.5,-0.2,-6.6,-0.7,-7.3,73.0,63.0,3.6,8.6,10.45,,,
20111212,100,4.0,8.5,-1.9,2.6,-11.3,-0.3,-13.7,62.1,41.0,4.8,6.0,7.33,,,
20111213,100,0.9,4.3,-6.1,5.4,-17.9,-1.6,-18.5,67.5,37.0,2.8,8.4,10.97,,,
20111214,100,6.6,11.4,-2.0,2.8,-10.5,-1.2,-11.5,68.0,52.0,2.9,8.3,9.57,,,
20111215,100,5.7,11.2,-7.2,-1.0,-11.1,-2.0,-12.2,50.9,31.0,1.6,7.8,9.6,,,
20111216,100,5.4,8.9,-12.0,-8.7,-16.2,-4.4,-15.8,47.3,31.0,0.0,9.0,10.78,,,
20111217,100,4.2,7.4,-11.5,-6.3,-18.3,-5.7,-19.4,55.1,26.0,0.0,8.9,11.03,,,
20111218,100,5.4,8.2,-6.8,-3.1,-11.4,-4.8,-12.8,53.6,27.0,1.3,8.9,10.07,,,
20111219,100,4.3,7.9,-7.5,-2.4,-13.1,-5.3,-14.4,48.8,26.0,1.0,8.9,10.4,,,
20111220,100,2.8,5.6,-8.1,-1.5,-17.3,-5.9,-18.1,57.5,27.0,1.5,8.8,10.78,,,
20111221,100,6.4,10.8,-3.7,-1.6,-8.9,-3.2,-10.0,78.1,69.0,6.4,0.7,5.48,0.3,7.17,
20111222,100,6.8,10.7,-9.2,-3.1,-16.2,-4.1,-17.3,45.0,29.0,1.1,8.9,10.53,0.0,1.17,
20111223,100,3.5,6.1,-12.1,-6.3,-19.4,-7.2,-20.5,48.9,30.0,0.6,8.9,10.42,,,
20111224,100,5.5,9.0,-9.8,-7.1,-14.7,-4.8,-15.8,56.8,33.0,2.5,8.9,10.29,0.4,6.67,
20111225,100,6.3,10.9,-12.2,-8.2,-15.3,-7.0,-16.2,45.4,33.0,0.0,9.0,10.55,,,
20111226,100,3.8,8.2,-13.3,-7.2,-18.7,-8.2,-15.2,48.0,29.0,0.0,8.9,10.54,,,
20111227,100,1.9,6.2,-10.8,-1.7,-18.8,-8.2,-19.7,51.9,27.0,1.8,8.2,9.37,,,
20111228,100,3.3,8.2,-7.1,-0.5,-17.0,-6.1,-13.9,80.5,64.0,7.0,6.3,8.66,0.0,4.5,
20111229,100,2.9,8.0,-4.1,1.8,-9.1,-2.3,-10.2,80.5,42.0,6.6,6.4,8.85,0.0,1.67,
20111230,100,0.8,3.1,-8.6,-0.2,-14.5,-5.0,-15.3,82.4,61.0,1.6,8.6,9.42,,,
20111231,100,3.2,6.1,-7.9,-2.4,-16.6,-6.4,-17.6,63.3,21.0,3.9,7.6,9.6,,,
20120101,100,4.5,6.7,-6.2,-3.4,-10.4,-4.0,-10.3,73.1,55.0,7.4,5.9,8.52,0.3,8.17,
20120102,100,1.4,4.2,-8.8,-1.3,-16.4,-4.7,-16.5,76.3,47.0,5.3,7.0,9.62,0.1,3.0,
20120103,100,4.1,8.3,-8.5,-3.5,-14.4,-5.2,-14.4,73.0,44.0,5.1,6.5,9.1,0.3,7.0,
20120104,100,5.3,9.4,-11.4,-7.0,-13.9,-5.5,-14.4,69.4,57.0,1.4,8.7,9.71,,,
20120105,100,3.8,8.8,-11.3,-5.6,-17.9,-7.2,-18.3,61.1,36.0,0.0,8.9,11.52,,,
20120106,100,1.9,5.6,-9.3,-1.2,-15.9,-6.6,-16.2,67.8,32.0,0.4,8.9,10.8,,,
20120107,100,0.6,3.1,-11.2,1.7,-20.4,-7.8,-20.9,71.1,39.0,0.0,9.0,10.6,,,
20120108,100,2.4,6.5,-8.5,-0.1,-18.3,-6.9,-18.8,54.3,14.0,4.8,6.0,9.01,,,
20120109,100,5.0,9.8,-5.4,-1.9,-7.5,-4.8,-10.0,67.6,54.0,2.4,7.9,9.55,,,
20120110,100,3.9,7.1,-7.3,-2.8,-10.5,-5.6,-12.4,62.9,39.0,0.6,8.3,10.72,,,
20120111,100,3.7,6.5,-9.4,-4.9,-13.3,-7.1,-15.7,50.8,35.0,0.8,9.1,10.83,,,
20120112,100,5.8,8.7,-9.5,-4.6,-14.5,-7.7,-16.6,60.5,41.0,2.4,8.7,11.18,0.0,5.75,
20120113,100,5.2,8.6,-5.6,-2.4,-8.0,-4.0,-12.2,69.3,55.0,5.0,4.1,7.22,0.0,10.67,
20120114,100,4.3,8.9,-6.8,-2.1,-15.0,-5.5,-17.2,49.4,25.0,2.5,9.1,11.35,,,
20120115,100,1.9,6.4,-7.7,-1.7,-13.1,-5.5,-14.6,74.8,55.0,4.9,6.4,8.68,,,
20120116,100,1.1,3.5,-5.8,-0.2,-13.7,-4.7,-15.4,85.8,73.0,6.9,1.1,5.69,0.0,5.0,
20120117,100,0.9,5.4,-2.9,3.8,-6.6,-2.3,-11.2,85.0,62.0,6.8,2.8,6.38,0.0,3.17,
20120118,100,1.5,3.8,-3.6,1.3,-8.2,-2.5,-12.2,90.3,64.0,8.5,4.1,7.17,0.0,4.33,
20120119,100,2.9,5.0,-0.5,0.5,-1.3,-0.9,-2.5,91.5,88.0,10.0,0.0,3.39,12.7,21.0,
20120120,100,3.3,5.2,-1.1,-0.3,-1.9,-0.7,-2.6,91.6,88.0,10.0,0.0,4.06,8.0,20.83,
20120121,100,1.8,3.9,-1.2,0.5,-2.5,-0.6,-2.8,88.9,84.0,9.6,0.1,5.39,1.9,20.0,
20120122,100,3.7,5.7,-6.5,-1.8,-13.3,-0.7,-14.8,57.1,29.0,4.6,8.2,11.43,0.0,0.67,
20120123,100,4.3,6.8,-14.2,-10.3,-18.5,-1.7,-19.7,45.4,30.0,0.0,9.6,12.86,,,
20120124,100,5.3,8.2,-12.9,,-17.7,-5.8,-18.7,40.6,29.0,0.6,9.6,12.81,,,
20120125,100,6.4,8.9,-12.7,-9.7,-15.1,-4.5,-17.0,52.8,30.0,2.1,9.7,12.86,0.0,3.83,
20120126,100,5.8,10.6,-9.3,-5.4,-19.5,-4.2,-20.3,70.6,42.0,4.0,5.7,9.6,0.0,4.67,
20120127,100,5.0,8.0,-5.9,-2.2,-9.8,-3.1,-13.0,72.0,59.0,2.6,8.3,11.61,0.0,2.33,
20120128,100,1.5,3.7,-8.6,-1.0,-16.8,-3.2,-19.4,63.3,26.0,5.5,7.8,12.46,,,
20120129,100,1.3,4.0,-10.9,-1.5,-18.9,-3.8,-21.5,65.0,22.0,1.6,9.3,12.98,,,
20120130,100,3.6,7.1,-11.6,-5.3,-21.8,-4.8,-24.0,39.8,16.0,0.0,9.6,13.82,,,
20120131,100,5.1,9.1,-8.6,-4.1,-15.3,-4.3,-19.5,65.1,34.0,5.5,5.9,9.35,4.3,10.75,
20120201,100,5.3,10.8,-14.6,-7.9,-19.3,-3.7,-20.4,56.4,41.0,0.0,9.7,13.57,0.0,0.17,
20120202,100,4.3,7.1,-17.6,-11.1,-23.0,-5.8,-23.7,55.3,33.0,0.0,9.9,14.1,,,
20120203,100,6.8,12.2,-14.1,-10.0,-20.2,-5.9,-20.5,55.5,29.0,1.6,9.8,14.24,0.1,1.17,
20120204,100,7.5,12.4,-7.7,-3.9,-13.2,-4.0,-13.7,54.0,29.0,2.8,9.4,13.89,0.3,7.33,
20120205,100,2.7,5.7,-5.9,0.7,-11.9,-4.1,-12.9,43.6,18.0,4.0,6.3,11.17,,,
20120206,100,2.2,5.7,-4.5,2.7,-14.8,-4.2,-15.9,61.0,40.0,6.9,5.7,10.42,,,
20120207,100,6.9,11.4,-9.6,-1.9,-16.4,-2.8,-12.2,51.1,29.0,1.6,9.7,14.83,,,
20120208,100,7.6,11.8,-13.8,-9.5,-18.5,-5.5,-19.2,49.6,31.0,0.6,10.1,15.01,,,
20120209,100,6.3,10.5,-10.1,-6.4,-14.8,-5.6,-15.5,53.4,38.0,2.9,9.8,14.48,0.0,0.67,
20120210,100,4.5,8.4,-8.6,-4.2,-16.0,-5.3,-16.4,61.9,36.0,3.3,8.1,13.3,,,
20120211,100,4.6,8.8,-8.4,-3.4,-15.8,-5.2,-16.5,49.1,26.0,0.0,10.0,15.42,,,
20120212,100,4.2,8.6,-4.3,1.2,-9.7,-4.0,-10.5,48.0,17.0,3.9,9.6,15.1,,,
20120213,100,1.9,4.6,-2.0,3.3,-7.3,-1.9,-9.8,52.3,34.0,4.9,4.9,10.67,,,
20120214,100,3.1,6.0,-0.8,4.9,-8.4,-0.9,-10.5,55.5,35.0,4.1,7.0,12.81,,,
20120215,100,2.1,4.3,-3.4,0.7,-6.7,-0.3,-8.4,59.0,30.0,6.3,5.5,12.71,,,
20120216,100,5.6,10.5,-6.7,-3.1,-10.3,-1.5,-12.8,35.1,24.0,1.1,9.9,15.72,,,
20120217,100,5.4,9.1,-10.9,-7.2,-13.6,-5.7,-14.7,46.0,30.0,0.4,9.8,16.11,,,
20120218,100,4.4,8.1,-12.0,-6.5,-19.3,-7.5,-19.9,51.1,35.0,0.0,10.4,16.42,,,
20120219,100,4.7,7.3,-9.2,-3.7,-14.5,-7.1,-15.8,47.0,30.0,0.0,10.5,16.65,,,
20120220,100,4.3,7.1,-5.1,0.1,-12.7,-5.2,-13.7,51.0,32.0,0.0,10.1,16.1,,,
20120221,100,1.7,8.8,-4.8,1.1,-11.8,-3.7,-13.4,71.3,37.0,5.4,3.5,8.6,,,
20120222,100,1.1,4.8,-1.7,8.7,-13.6,-3.2,-15.6,66.5,31.0,4.4,9.0,14.38,,,
20120223,100,4.1,8.5,0.5,5.4,-2.3,0.6,-3.2,77.8,38.0,7.6,6.8,13.56,0.0,5.75,
20120224,100,2.0,3.4,-1.9,0.1,-3.1,0.1,-3.1,90.0,83.0,10.0,0.5,7.75,0.0,3.08,
20120225,100,2.1,4.9,-3.4,-1.2,-5.1,-0.3,-5.4,87.8,79.0,10.0,0.1,7.35,6.9,17.42,
20120226,100,1.5,4.6,-7.2,-4.1,-13.8,-0.2,-21.8,85.4,72.0,9.5,0.6,7.83,0.5,15.83,
20120227,100,1.2,4.1,-10.7,-1.1,-19.1,-0.4,-24.8,75.3,34.0,1.0,10.7,17.14,,,
20120228,100,0.8,3.1,-6.3,2.5,-16.5,-1.6,-19.8,61.9,27.0,5.3,1.9,10.03,,,
20120229,100,0.9,4.0,-2.5,8.0,-14.5,-1.7,-17.2,67.5,22.0,2.5,10.0,18.58,,,
20120301,100,2.0,4.6,0.6,7.5,-3.2,0.0,-4.5,69.9,23.0,6.1,8.9,16.7,,,
20120302,100,2.4,5.8,-1.2,1.3,-2.6,0.0,-2.4,87.4,76.0,10.0,0.1,6.03,1.5,20.0,
20120303,100,2.2,4.3,-2.7,-1.0,-3.6,-0.1,-4.3,90.3,83.0,10.0,0.1,8.18,1.4,20.5,
20120304,100,2.6,4.5,-1.7,-1.3,-2.5,-0.2,-2.7,92.6,89.0,10.0,0.0,3.78,1.7,19.0,
20120305,100,3.5,5.2,-1.0,-0.5,-2.0,-0.2,-2.0,93.9,91.0,10.0,0.0,3.72,14.5,24.0,
20120306,100,6.4,13.2,-1.0,1.9,-2.4,-0.2,-3.7,84.9,71.0,8.8,1.7,9.41,3.7,11.75,
20120307,100,3.8,8.9,-0.4,5.6,-2.9,-0.1,-5.0,69.1,35.0,6.4,8.3,15.53,,,
20120308,100,1.7,4.3,-3.6,2.2,,-0.2,-10.1,71.5,33.0,6.4,7.4,15.08,,,
20120309,100,2.2,4.9,-2.4,-0.6,-5.3,-0.3,-7.1,88.4,75.0,9.6,0.1,6.52,1.5,17.0,
20120310,100,3.5,11.3,-0.6,3.2,-3.6,-0.2,-6.1,72.9,37.0,7.1,6.8,14.35,0.8,12.0,
20120311,100,8.4,11.5,-6.3,-2.3,,-0.6,-10.5,49.8,31.0,3.0,11.1,20.85,0.0,1.83,
20120312,100,3.2,6.4,-7.6,-0.7,-11.2,-2.0,-13.2,59.4,28.0,1.5,11.1,20.84,0.0,6.42,
20120313,100,4.5,8.7,-4.0,1.3,-10.8,-2.6,-13.1,51.1,23.0,0.5,10.8,21.02,,,
20120314,100,7.1,10.5,-1.2,1.4,-5.2,-1.7,-6.5,71.4,60.0,4.9,5.6,12.85,0.0,2.67,
20120315,100,2.1,7.2,-2.0,3.3,-9.2,-1.0,-13.0,72.4,37.0,1.6,10.6,20.6,,,
20120316,100,2.6,5.0,2.5,7.7,-4.6,-0.5,-6.3,68.6,34.0,9.8,1.8,11.09,0.5,8.17,
20120317,100,1.3,3.8,2.9,5.7,1.4,0.1,-0.7,90.6,79.0,9.5,1.4,8.22,4.0,7.17,
20120318,100,2.1,4.4,-0.9,3.2,-5.8,0.3,-6.2,93.0,90.0,10.0,0.0,2.95,12.2,14.67,
20120319,100,2.7,6.4,-3.7,2.3,-12.3,0.0,-13.6,60.8,29.0,3.1,8.5,17.78,0.1,1.5,
20120320,100,3.3,7.9,-2.3,3.6,-12.2,-0.1,-13.2,46.4,23.0,0.0,11.4,22.1,,,
20120321,100,4.8,9.7,0.2,5.7,-8.9,-0.4,-11.7,40.9,16.0,2.4,11.2,22.04,,,
20120322,100,4.8,10.2,3.3,9.2,-0.3,1.5,-1.1,48.9,21.0,8.9,6.1,14.68,0.0,0.67,
20120323,100,2.5,5.0,-0.4,2.8,-1.5,0.1,0.1,89.8,67.0,10.0,0.0,4.15,31.5,24.0,
20120324,100,6.6,14.3,-2.0,-0.5,-4.2,0.0,-4.5,73.0,43.0,6.6,7.1,15.59,4.7,8.83,
20120325,100,6.4,10.0,-2.5,0.3,-4.7,0.0,-4.8,54.0,28.0,5.5,10.1,17.69,0.0,2.67,
20120326,100,4.8,8.6,-2.1,3.1,-12.9,0.0,-13.2,48.5,30.0,0.0,11.8,22.97,,,
20120327,100,6.8,12.6,2.3,6.6,-4.3,0.0,-5.0,42.3,19.0,1.6,10.6,20.99,,,
20120328,100,2.3,5.9,2.2,9.6,-2.7,0.1,-6.0,70.9,38.0,2.3,9.6,18.86,,,
20120329,100,5.8,11.6,6.0,10.7,-4.3,0.2,-6.8,52.8,24.0,5.5,8.3,17.12,0.2,2.0,
20120330,100,8.5,11.6,7.6,10.5,3.1,5.2,1.6,76.3,49.0,9.4,3.0,11.64,4.5,7.5,
20120331,100,5.8,10.3,0.4,3.0,-2.6,1.0,-4.3,48.8,28.0,5.9,5.0,12.2,0.0,1.67,
20120401,100,5.1,9.0,0.1,6.0,-4.8,2.2,-5.9,36.6,21.0,0.0,11.2,22.57,,,
20120402,100,2.1,8.7,3.9,12.0,-3.1,3.2,-5.2,64.6,25.0,7.8,5.8,13.19,9.5,7.83,
20120403,100,4.2,6.7,-1.7,2.1,-3.4,0.2,-5.7,87.6,69.0,9.4,0.1,8.47,55.2,21.5,
20120404,100,7.0,11.6,2.0,8.4,-6.2,0.2,-7.2,66.4,49.0,3.0,10.9,20.44,,,
20120405,100,6.7,12.0,1.7,5.7,-1.0,1.9,-2.0,53.1,29.0,3.4,10.0,17.79,0.0,2.0,
20120406,100,4.9,13.5,-1.0,4.1,-3.0,0.3,-4.1,67.6,26.0,5.4,9.3,15.7,0.5,2.58,
20120407,100,4.1,7.9,1.5,8.0,-4.7,3.4,-6.6,45.4,22.0,0.9,12.1,24.55,,,
20120408,100,10.7,16.6,8.7,14.4,1.9,5.1,0.1,43.6,23.0,1.8,10.8,21.12,0.0,0.75,
20120409,100,6.2,13.7,11.4,18.4,5.6,10.9,1.1,50.6,16.0,2.4,11.2,23.31,0.0,0.17,
20120410,100,2.8,7.0,9.3,16.3,1.6,7.2,-0.9,68.5,31.0,8.8,0.3,8.79,1.0,8.17,
20120411,100,3.8,9.5,7.5,10.8,3.6,7.2,3.5,89.9,77.0,9.5,0.0,2.91,9.5,16.92,
20120412,100,7.5,15.3,6.1,9.4,2.4,5.0,0.9,58.3,32.0,5.6,7.1,18.35,,,
20120413,100,2.1,5.9,6.3,13.1,0.4,6.1,-1.2,59.8,29.0,8.1,0.6,12.18,,,
20120414,100,2.3,5.8,9.6,20.3,-1.4,9.6,-4.1,56.1,16.0,1.3,12.0,23.97,,,
20120415,100,2.0,5.2,11.7,20.2,1.9,9.2,-0.9,49.0,15.0,5.4,7.9,16.74,,,
20120416,100,3.1,6.1,6.4,11.0,-0.4,8.3,-2.8,65.4,37.0,6.4,6.5,15.09,,,
20120417,100,1.8,4.9,5.8,12.5,-2.5,8.4,-6.1,70.9,42.0,1.3,12.2,22.87,,,
20120418,100,1.4,4.6,8.3,16.9,-0.9,10.1,-4.4,65.6,32.0,4.5,11.7,20.94,,,
20120419,100,2.7,5.9,7.3,12.8,1.8,10.8,-2.0,81.1,58.0,7.5,7.6,20.1,,,
20120420,100,3.1,5.7,6.4,10.5,4.3,10.7,4.0,86.6,70.0,8.3,5.4,16.06,,,
20120421,100,3.7,5.4,4.7,8.4,3.3,5.1,3.9,94.3,89.0,10.0,0.0,1.96,42.5,20.17,
20120422,100,5.8,11.4,8.7,13.8,5.7,8.8,5.3,86.8,67.0,9.8,1.6,8.3,1.0,9.83,
20120423,100,7.3,12.9,11.4,17.1,5.8,11.3,5.3,76.9,44.0,6.3,6.0,17.1,0.4,7.67,
20120424,100,3.0,5.9,15.9,25.3,9.0,14.8,5.5,55.5,15.0,3.4,11.0,23.58,,,
20120425,100,2.3,7.6,12.4,19.4,7.6,10.5,5.0,70.0,19.0,9.6,0.0,4.55,8.5,14.33,
20120426,100,7.9,13.9,8.6,12.5,4.0,9.4,0.7,60.4,26.0,3.9,10.6,24.7,1.0,4.17,
20120427,100,5.3,10.8,12.0,18.8,1.9,10.1,-2.5,31.5,16.0,0.4,12.7,25.59,,,
20120428,100,5.4,9.9,14.8,22.2,10.1,13.7,5.7,40.4,25.0,0.8,11.5,24.82,,,
20120429,100,2.4,5.4,14.6,22.3,7.6,15.1,4.0,50.3,20.0,7.1,8.1,18.75,,,
20120430,100,2.2,7.4,15.1,22.9,5.7,17.2,2.1,52.8,26.0,0.8,12.8,26.3,,,
20120501,100,2.0,5.1,13.8,20.5,6.1,16.0,3.7,75.5,45.0,6.9,6.7,17.84,,,
20120502,100,2.2,4.0,10.8,12.7,9.6,12.6,8.6,92.8,82.0,10.0,0.0,4.73,1.0,12.17,
20120503,100,2.9,7.1,10.1,12.9,9.1,11.4,7.1,91.9,80.0,9.3,0.1,6.03,6.0,4.83,
20120504,100,3.3,7.4,16.6,25.4,6.1,17.0,4.5,57.6,18.0,3.5,11.0,24.47,0.5,1.0,
20120505,100,5.1,10.8,14.4,20.4,9.2,15.6,5.8,46.8,17.0,4.5,12.2,24.56,,,
20120506,100,5.5,8.9,12.7,18.8,3.2,14.2,1.1,37.4,15.0,1.5,12.7,25.39,0.5,0.83,
20120507,100,3.4,6.6,14.2,22.0,2.4,15.9,0.3,40.1,18.0,2.0,12.0,25.58,,,
20120508,100,2.1,5.6,12.7,20.3,6.4,16.6,4.6,56.8,19.0,4.3,9.9,22.55,,,
20120509,100,2.7,6.8,9.0,19.7,3.9,12.8,2.4,85.5,35.0,5.5,8.1,16.91,,,
20120510,100,2.8,4.5,6.4,7.4,6.0,8.9,7.2,95.8,95.0,10.0,0.0,3.72,0.2,4.67,
20120511,100,2.2,4.0,6.3,7.1,5.7,9.5,6.5,96.0,95.0,10.0,0.0,5.45,1.0,8.25,
20120512,100,2.0,4.9,10.9,15.3,4.6,15.1,3.2,79.5,56.0,6.3,9.9,23.81,,,
20120513,100,2.9,5.0,13.4,18.5,9.4,15.3,7.5,73.1,48.0,6.8,7.5,17.83,,,
20120514,100,1.5,3.7,11.5,14.1,9.0,12.0,7.2,88.5,72.0,9.4,0.0,3.7,18.5,10.83,
20120515,100,4.9,9.0,14.2,18.8,10.6,15.8,8.8,58.1,31.0,6.3,10.7,23.98,0.1,2.25,
20120516,100,5.6,9.5,12.9,18.9,8.5,15.1,7.1,50.9,22.0,4.0,11.8,26.57,0.5,1.67,
20120517,100,2.0,5.9,7.7,13.8,3.6,10.1,4.8,85.0,63.0,6.9,6.4,11.71,4.5,4.42,
20120518,100,2.9,6.6,12.2,20.5,1.5,15.5,1.0,64.9,29.0,3.9,12.5,27.29,,,
20120519,100,2.2,5.8,14.6,24.9,5.1,17.0,4.8,59.5,19.0,3.9,12.5,25.0,,,
20120520,100,2.0,5.0,14.4,21.7,5.7,18.1,4.9,60.9,30.0,0.0,13.1,27.04,,,
20120521,100,1.9,4.9,11.5,18.6,3.7,16.8,4.4,75.0,43.0,0.3,13.0,26.53,,,
20120522,100,1.5,4.7,13.9,22.2,4.0,21.6,3.2,62.4,25.0,2.6,12.9,26.76,,,
20120523,100,3.4,7.3,16.5,23.0,7.8,19.8,9.1,53.5,25.0,3.4,10.8,24.2,,,
20120524,100,2.8,6.2,15.9,21.2,10.9,22.2,8.9,59.4,32.0,7.1,6.7,18.83,,,
20120525,100,2.9,7.2,16.0,22.6,9.5,21.7,7.8,54.0,21.0,4.6,11.4,23.24,,,
20120526,100,3.3,7.1,15.0,22.4,4.6,20.8,2.2,43.8,17.0,4.1,12.8,24.59,,,
20120527,100,5.6,11.1,14.6,21.1,8.4,16.1,7.2,66.1,40.0,4.9,9.6,18.29,3.0,1.5,
20120528,100,2.7,5.5,10.9,12.8,8.7,14.4,7.3,94.6,88.0,10.0,0.0,11.6,,,
20120529,100,2.4,5.9,14.4,23.9,10.2,19.8,8.7,81.9,44.0,9.5,4.6,15.61,0.0,0.42,
20120530,100,1.7,5.1,12.7,13.9,10.6,14.2,9.8,91.4,77.0,10.0,0.0,4.84,14.0,10.0,
20120531,100,2.1,4.7,13.0,18.5,9.5,17.0,10.1,87.5,59.0,8.4,4.5,16.53,10.0,4.67,
20120601,100,2.2,4.8,12.4,16.5,8.2,18.6,10.4,88.5,73.0,7.8,9.1,24.37,,,
20120602,100,2.0,4.6,12.5,15.6,9.4,15.5,9.4,92.0,80.0,9.4,2.7,12.07,0.1,0.83,
20120603,100,1.8,4.8,15.1,20.2,10.3,21.0,10.3,82.4,57.0,7.1,10.4,25.69,,,
20120604,100,2.2,5.5,17.3,23.3,9.7,20.0,9.1,68.8,45.0,5.1,10.1,18.28,0.2,0.5,
20120605,100,6.2,10.2,19.0,23.5,15.6,21.3,12.9,65.3,43.0,5.0,12.2,26.28,,,
20120606,100,2.6,5.7,17.0,23.6,13.3,21.8,12.5,72.3,46.0,5.6,10.0,20.2,,,
20120607,100,1.4,3.9,16.8,24.6,11.8,20.0,11.2,81.0,44.0,8.1,5.3,14.67,5.5,3.0,
20120608,100,1.8,4.1,17.0,22.5,13.2,19.9,13.5,83.8,56.0,8.8,3.6,13.96,,,
20120609,100,2.1,5.3,14.0,19.8,10.7,17.4,11.2,91.8,73.0,8.5,4.4,15.29,,,
20120610,100,1.9,4.8,16.7,22.8,9.8,23.2,11.3,85.4,60.0,7.9,8.2,21.02,1.0,2.42,
20120611,100,2.2,4.9,17.0,22.5,14.0,22.8,12.2,85.9,57.0,9.1,4.2,13.81,34.5,2.0,
20120612,100,2.4,4.6,14.2,15.9,13.2,15.9,12.5,93.3,86.0,10.0,0.0,6.28,3.0,10.5,
20120613,100,2.7,4.4,12.5,14.9,11.1,17.5,11.8,93.9,87.0,10.0,0.2,12.76,3.5,12.83,
20120614,100,2.7,5.3,12.2,15.3,10.4,16.6,11.0,94.6,86.0,10.0,0.8,11.09,0.0,0.67,
20120615,100,2.1,4.5,13.8,16.8,12.1,16.2,12.2,94.6,85.0,10.0,0.0,6.83,1.5,4.17,
20120616,100,2.3,5.0,16.1,20.5,13.2,20.0,12.8,88.0,67.0,7.9,9.4,22.66,1.5,2.33,
20120617,100,4.0,7.0,19.3,24.9,12.4,21.8,11.6,65.8,42.0,3.8,13.3,28.24,,,
20120618,100,1.7,4.0,18.7,25.0,13.1,21.7,12.3,74.4,45.0,7.4,6.6,19.65,,,
20120619,100,2.4,5.0,16.6,20.3,14.2,20.8,14.1,85.3,69.0,8.8,7.0,18.37,0.2,1.0,
20120620,100,2.3,5.0,16.6,21.1,14.0,23.3,14.3,85.6,64.0,7.4,11.2,24.38,0.5,2.25,
20120621,100,1.8,5.3,16.6,23.2,13.3,20.2,13.0,89.1,52.0,8.9,4.4,13.13,,,
20120622,100,2.2,5.5,18.2,25.0,15.0,21.7,14.1,84.1,44.0,8.5,3.5,15.67,,,
20120623,100,1.7,4.9,18.9,25.2,14.1,23.0,13.1,82.3,53.0,8.1,8.4,20.54,14.0,1.83,
20120624,100,1.8,4.0,15.5,18.5,10.8,18.5,10.9,93.4,78.0,9.0,0.1,7.14,,,
